10.12.2015 12:50:00,Уже оформил ) ну да ладно!,http://www.facebook.com/10154508399511808?comment_id=10154508359956808
10.12.2015 12:49:00,"Robert Kagarmanov если он еще не участвовал в акции, можете ему лично сейчас отправить ссылку на дебетовую карту. В обоих акциях не получится поучаствовать.",http://www.facebook.com/10154508398871808?comment_id=10154508359956808
10.12.2015 12:49:00,"Андрей Богданов Только тому, кто пригласил.",http://www.facebook.com/10154508398411808?comment_id=10154508359956808
10.12.2015 12:44:00,Благодаря мне около 10 человек завело Черную карту! Где ж вы раньше были! :),http://www.facebook.com/10154508393601808?comment_id=10154508359956808
10.12.2015 12:36:00,"Я оставлял его контактные данные, но тогда только за совет кредитной карточки деньги давали) за дебитку тогда не было",http://www.facebook.com/10154508386326808?comment_id=10154508359956808
10.12.2015 12:32:00,Где же вы раньше были... Я уже человек 20 подключил,http://www.facebook.com/10154508383251808?comment_id=10154508359956808
10.12.2015 12:28:00,"Я тоже без всяких вознаграждений вас всем советую. Работать с вами просто и удобно. Проблемы иногда бывают, но рвение к совершенству на лицо.",http://www.facebook.com/10154508379836808?comment_id=10154508359956808
10.12.2015 12:26:00,"По 300 обоим, другу и клиенту?",http://www.facebook.com/10154508377551808?comment_id=10154508359956808
10.12.2015 12:22:00,"Да я и без вознаграждения вас хвалю всегда по-честному. И рекомендую, разумеется.",http://www.facebook.com/10154508372916808?comment_id=10154508359956808
10.12.2015 12:19:00,))))),http://www.facebook.com/10154508370951808?comment_id=10154508359956808
10.12.2015 12:19:00,Тут специальный порядок действий для совета. Если устно просто - ничего не предусмотрено.,http://www.facebook.com/10154508370756808?comment_id=10154508359956808
10.12.2015 12:15:00,"А я в ноябре друга посоветовал, ничего не будет",http://www.facebook.com/10154508367726808?comment_id=10154508359956808
10.12.2015 12:05:00,"Расскажите друзьям о Tinkoff Black и вкладах и заработайте бонусы Теперь мы дарим бонусы не только за рекомендацию друзьям кредитных карт, но и за вклад и дебетовку Tinkoff Black...За Tinkoff Black — 300 рублей, миль или баллов, за вклад — до 1% от его суммы. Что для этого нужно: 1. В вашем личном кабинете есть специальная ссылка, которая ведет ко всем основным картам и вкладам: https://www.tinkoff.ru/mgm-new.... Поделитесь ею с друзьями в соцсетях или по почте. 2. Друг должен заполнить заявку по вашей ссылке. Как только он совершит покупку по карте или пополнит вклад, вы получите вознаграждение. Приглашать друзей можете сколько угодно, мы подарим бонус за каждого. Главное условие — чтобы друг был для нас новым клиентом.... Если вы еще не наш клиент, но тоже хотите получать много бонусов, присоединяйтесь: https://goo.gl/3CizlX Пригласите друзей в Тинькофф Банк https://www.tinkoff.ru/mgm-new/ tinkoff.ru Советуйте друзьям карты Тинькофф Банка и вклады и зарабатывайте деньги, мили или баллы.... https://external.xx.fbcdn.net/safe_image.php?d=AQB74eiRUOkxKgd5&w=130&h=130&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fhphotos-xpf1%2Ft31.0-8%2F12371022_10154508354641808_8403713872442872303_o.jpg&cfs=1&sx=0&sy=0&sw=1080&sh=1080...",http://www.facebook.com/permalink.php?story_fbid=10154508359956808&id=335007141807
10.12.2015 11:07:00,"Связной и Русский Стандарт разорились - хорошо, меньше конкурентов у Тиньков Банка, где я держу крупный депозит под 16% годовых.",http://www.facebook.com/10153756475728908?comment_id=10153756162338908
10.12.2015 1:54:00,"Раньше банк вызывал интерес тем что был на шаг впереди других, сейчас...",http://www.facebook.com/10154507613736808?comment_id=10154506693501808
10.12.2015 1:14:00,...примерно..,http://www.facebook.com/10154507548571808?comment_id=10154506693501808
10.12.2015 0:55:00,Предложения рекомендуем направлять на media@tinkoff.ru.,http://www.facebook.com/10154507525261808?comment_id=10154507437611808
10.12.2015 0:42:00,Дед в ожидании стишков),http://www.facebook.com/10154507506981808?comment_id=10154506693501808
10.12.2015 0:39:00,Зато ваши клиенты с решением ФАС полностью согласны. )) а выходить в плюс по прибыли за счет недобросовестного отношению к клиентам сомнительное достижение.,http://www.facebook.com/10154507503876808?comment_id=10154506693501808
10.12.2015 0:07:00,"дед какой то уж больно хитрый на фото -сразу вспомнился стишок из пионерского детства: здравствуй дедушка мороз - борода из ваты, ты подарки нам принёс, ..... ....й )",http://www.facebook.com/10154507459786808?comment_id=10154506693501808
09.12.2015 18:29:00,"Тинькофф Банк очень надеюсь)))), а то у некоторых лишенных лицензии тоже с отчетностью было все в порядке, пока не проверили...",http://www.facebook.com/10154506947596808?comment_id=10154506693501808
09.12.2015 18:23:00,Добрый день! Все комиссии списываются в соответствии с офертой https://static.tinkoff.ru/documents/oferta/wallet_moneytalk.pdf и условиями переводов https://static.tinkoff.ru/documents/oferta/universal_c2c_payments.pdf,http://www.facebook.com/10154506940926808?comment_id=10154504632026808
09.12.2015 18:03:00,"Тинькофф Банк главное, чтобы эта прибыль не оказалась нарисованной)))) а то не видать нам хорошего банковского обслуживания в новом году)",http://www.facebook.com/10154506917416808?comment_id=10154506693501808
09.12.2015 16:46:00,Спустил кучу денег - все по карте Tinkoff Black = ))),http://www.facebook.com/10154506825206808?comment_id=10154506693501808
