08.01.2015 21:19:26,"Кадры из фильма «Человек-муравей»",http://ok.ru/group/51444075266085/topic/63207964257061,51444075266085
08.01.2015 19:49:57,"Новые кадры из 'Человека-Муравья':",http://ok.ru/group/56781789724711/topic/63188713619495,56781789724711
08.01.2015 12:06:42,"Даня Штых ЧЕЛОВЕК МУРАВЕЙ..СЛЫШЬ ДАНИЛКО!!ТЫ ОПЯТЬ ШОЛЕ НЕ ВЫСПАЛСЯ))МИЛЫЙ МОЙ))))ПАСХУ ОТМЕЧАЛ ВЧЕРА ВМЕСТО РОЖДЕСТВА БЛЯТЬ ХРИСТОВА?))))))ЛОЛКА ТЫ НЕВЪЕБЕННАЯ БЛЯ))))А ТЫ КТО....СТРЕКОЗА ШОЛЕ ЁПТЭ)))О БЛЯ))))))А НАСТЭЭЭЭЭЭЭНЬКА ТвОЯ СТРЕКОЗА ТИПА)))))САМ ТЫ БЛЯ НАСЕКОМОЕ!!ВША!!!!!!ну ты так вот видишься мне))))))блошечка)))) А ЛЮДИ-ЭТО ЛЮДИ)только не для вас такое счастие))))на тебе вон Колюху послухай)))ЧУБ РУЛИТ ЁПТЭ)))))",http://vk.com/wall245910625_6334,245910625
08.01.2015 11:10:28,"ЧЕЛОВЕК МУРАВЕЙ",http://vk.com/wall261167556_5841,261167556
08.01.2015 11:09:58,"ЧЕЛОВЕК МУРАВЕЙ",http://vk.com/wall245910625_6333,245910625
08.01.2015 06:20:44,"Человек-Муравей: первый полноценный трейлер #Человек_Муравей #MARVEL #Комиксы http://lookfor.org/journal/chelovek-muravey-pervyy-polnotsennyy-treyler/",http://ok.ru/group/53235976110309/topic/63180611783653,53235976110309
08.01.2015 02:38:06,"ПОКОН РОДА Кон – это основа. У каждого КОНа есть свой Свод Правил. Жить по Кону, значит гармонично входить и находится во Вселенной, цельно взаимодействовать с Ее живым организмом. Вращение и внутреннее устройство Мироздания – это Покон Рода. РОД – это Родитель, Всевышний, телом которого является наша Вселенная, со всеми планетами, звездными системами и обитаемыми мирами, живущими в них формами жизни, Богами и полуБогами.  Основной принцип устройства Мироздания, основывается на Любви. Это Дарение Света жизни, которое исходит из глубин Вселенной(«Сердце» Рода») и распостраняется по всей Вселенной. Причем ДАРение это безВозмездное – т.е не требующее ничего взамен. Например, Ярило-Солнце действует и живет поКону Рода – дарит всего себя жителям миров Солнечной системы, не различая их по цвету кожи или намерений. В разумной ПриРоде, Покон Рода – это естественный процесс, которому подчиняются все Божьи Творенья, кроме сегоднешнего человека. Муравьи и пчелы трудятся следуя Божественной программе. Они не требуют ничего взамен своим Трудам. Выполняя свое предназначение – гармонично вписываешься в общую программу развития. Не выполнять предназначение – выбиваться из программы, страдать, болеть и умирать.  Человеческая цивилизация не выполняет божественную программу развития. Она подобна раковой опухоли на теле Земли, поэтому люди страдают, болеют и в муках умирают. Человеческая цивилизация, живет заКоном Рода, т.е в За Коне(за Коном, за Божественной Правдой).  Жить по Кону Рода – значит слышать Душу. Душа – это Совесть. Живя по Совести, приближаешься к Покону Рода, начинаешь слышать и чувствовать ЖИЗНЬ(. Приближаешься и живешь гармонично сосуществуя с живым телом планеты.  Покон Рода – это Правь, Правда. Жить по Прави, значит нести эту Правь(Правду) в мир. Ложь, даже малая – это забвение Правды. Когда Человек принимает Правду в свою жизнь, Она становится его оружием. Покон Рода – это Любовь к сущему. К тому, что соТворено Родом и отображается в живой ПриРоде. Это растительный мир и мир животных Другов. Это царство камней и иных форм жизни, которые мы не видим, но иногда ощущаем тонкими органами чувств. Душа воплощенная в Яви(в человеческом теле) и живя по Кону Рода не злоЧинствует и не губит ПриРоду. Такой Человек без нужды не сломает ветку, не погубит кветку, не обидит животное. Поедание животных, т.е тех кого Человек должен сберегать и помогать в духовном развитии и становлении – это забвение Покона Рода. Поедание животных Другов – страшнейшее преступление против вселенной, против самой жизни и ПриРоды. Такой человек не может называться разумным и по уровню своего развития приближен к тем животным, которых он так безжалостно истребляет. Жизнь такого существа практически не имеет ценности, потому как такой человек сам не ценит Дар Жизни и выступает в роли Ее ликвидатора! И по Канону причинно-следственной связи, дает право другим паразитическим инопланетным цивилизациям рассматривать человечество в качестве скота, что они и делают, используя Землю и смотря на нее как мясоед смотрит на скотобойню и используя человечество как бройлерный материал. Это является одной из главных причин внедрения космических паразитов в пространство Терры(Терем РА,- Земля-Матушка). Программой Рода, на данном этапе развития, Человеку предусмотрено питание специально для него выращенными плодами. Это яблоки, груши, сливы, орехи и другие ПриРодные организмы, при питании которыми, не страдает никто. Например, - яблоня сама выращивает плоды, заботливо наполняя их Силой и энергией, затем ровно в свой срок, когда яблоко собрало максимум полезных веществ, само падает с дерева прямо в нашу ладонь. В Живой ПриРоде все продуманно, гармонично и Мудро!  Как определить, живет ли человек поКону Рода?  Итак, жизнь по Кону Рода – жизнь в Гармонии с ПриРодой, Вселенной. ВЕДАющий Рода Человек, НИКОГДА не станет уничтожать Творения своего РОДителя, поедая животных. Причем, если человек не питается мертвячиной, это совсем не значит что он живет по Кону Рода. Такой человек мог отказаться от мяса по причине улучшения здоровья, а не от того, что почитает Жизнь и Творения Рода, Любя их. Живущий по Кону, здоров духовно и физически. Проекция физического тела – это отражение Души. Если больна Душа, то как следствие – заболевает и тело. От духовно здорового Человека исходит Свет и Добро, душевная теплота, тело такого Человека здорово. Жизнь Человека, живущего по Кону Рода, наполнена РА-Дастью. Такой Человек имеет крепкую Семью и Здоровых Деток. У него всегда есть все, что ему необходимо на данный момент времени. Причем это не излишняя роскошь, но и не кромешная нищета. Живущий по Кону Рода, живет по Правде и с Правдой. Шествует по Пути Прави! Правда окрыляет. Даже когда она может стоить жизни, Человек Покона следует Ей! В таком случае, Он обретает Мощь, Помощь и покровительство Богов! Правда становится могучим оружием .  Покон Рода – это универсальное правило, по которому движется, живет и развивается Вселенная. Этот большой космический Покон, делится на меньшие по размерам Коны. Это меньшие круги, проходя которые в своем развитии поднимаешься выше, в спиральном порядке. Касательно эволюции Души - это Каноны Совести, Правды, Канон ЦелоМудрия(Покон Лады).. Также существуют Поконы звездных систем, планет и отдельно взятых Родов(Правда(устои) самого рода, в котором воплотилась Душа). Например, если РОД Витязей, то это может быть Канон Свентовита. .  Покон Земли –Матушки – это Движение и устройство нашего мира, нашей планеты. Например, чтобы гармонично войти в КОН нашей планеты, необходимо жить в соответствии с Ее внутренним ПриРодным устоем – встречать приРОдные Праздники, во время которых Земля проходит через череду космических Чертогов и Звездных Врат. Войти в годовой круг, значит войти в поле планеты, дышать с ней в унисон, как это делают все Царства жизни – от мелких растений, до крупных животных. У такого Человека включается и духовный организм и физический.  Мы стоим на пороге за которым возможен РаСвет и Возрождение. Но Возрождение начинается с Возрождения Духа и Души. Становясь святозарными п-РА-ВЕДниками и воплощая своей жизнью Покон Рода, мы поднимаем свой духовный потенциал и становимся живой и здоровой клеточкой, в огромном теле Рода- Вселенной. А одна клеточка, способна исцелить и другие клеточки, находящиеся рядом с ней. Своим личным примером зажигаются Души и Сердца Человеческие. Наступет Весна Земли и Покон Вселенной Возрождается под Ее голубыми небесами..  Слава Роду!",http://ok.ru/profile/527145768441/statuses/63206985957625,527145768441
08.01.2015 00:37:40,"Человек-муравей – первый трейлер",http://vk.com/wall271030816_89,271030816
08.01.2015 00:37:25,"Неутомимый, деловой и обаятельный Игорь Потапов, одним из первых покончив с новогодне-рождественскими каникулами, прислал новость для всех любителей комиксов, к которым относится и мой 26-летний сын Михал Михалыч Садчиков: 'Уважаемые коллеги! Рады поделиться с вами первым локализованным трейлером к новому приключенческому блокбастеру MARVEL «Человек-муравей», запланированному к выходу в прокат летом 2015 года. Основанный на впервые изданном в 1962 году комиксе MARVEL «Человек-муравей», фильм продолжит серию эпических картин о супер-героях MARVEL, таких как «Железный человек», «Невероятный Халк», «Железный человек 2», «Тор», «Первый мститель», «Мстители», «Железный Человек 3», «Тор 2: Царство Тьмы», «Первый мститель: Другая война», «Стражи галактики» и фильм «Мстители: Эра Альтрона», который выйдет в прокат весной 2015 года. Благодаря необычному высокотехнологичному костюму мелкий мошенник Скотт Лэнг получает способность уменьшаться в размере, при этом сохраняя свою силу. Под руководством изобретателя чудо-костюма, талантливого ученого Хэнка Пима, Скотт должен найти в себе силы стать настоящим героем и защитить мир от надвигающейся угрозы. Пим и Лэнг должны спланировать и устроить ограбление века, от которого зависит судьба человечества… Режиссером картины стал Пейтон Рид, в главных ролях - Пол Радд в роли Скотта Лэнга, также известного как Человек-муравей; Майкл Дуглас в роли его наставника доктора Хэнка Пима, а также Эванджелин Лилли в роли Хоуп Ван Дайн, дочери Хэнка Пима. Ознакомиться с первым локализованным трейлером к новому приключенческому блокбастеру MARVEL «Человек-муравей» вы можете в официальных сообществах facebook.com/MarvelRussia и http://ok.ru/marvel/video. Для размещения этого видео на вашем онлайн-ресурсе, вы сможете воспользоваться функцией вставки (embed) на YouTube - http://www.youtube.com/watch?v=QUI2RReE51Y",http://vk.com/wall271030816_88,271030816
07.01.2015 23:06:50,"Тизер 'Человека-муравья' довольно посредственный, но на то он и тизер. Для начала вполне.  #AntMan",http://vk.com/wall129223955_19406,129223955
