19.02.2016 9:31:00,"Нацбанк пытается вернуть миллиарды долларов на родину | Газета | Караван Нацбанк пытается вернуть миллиарды долларов на родину  Национальный банк Казахстана решил найти валюту для спасения страны. Искать деньги будут за рубежом, где скрывают свою валютную выручку казахстанские компании. Правда, у банка нет прав забирать эти деньги или переводить в тенге. Все будет зависеть от желания правительства.   http://gazeta.caravan.kz/articles/nacbank-pytaetsya-vernut-milliardy-dollarov-na-rodinu-articleID118031.html",http://vk.com/wall-32448763_2548
19.02.2016 8:57:00,"Нацбанк ищет способ вернуть миллиарды долларов на родину | Газета | Караван http://gazeta.caravan.kz/articles/nacbank-pytaetsya-vernut-milliardy-dollarov-na-rodinu-articleID118031.html Национальный банк Казахстана решил найти валюту для спасения страны. Искать деньги будут за рубежом, где скрывают свою валютную выручку казахстанские компании. Правда, у банка нет прав забирать эти деньги или переводить в тенге. Все будет зависеть от желания правительства.",http://my.mail.ru/mail/aigul_a2003/share?shareid=771a00009c9f5805#209257724
19.02.2016 8:17:00,Нацбанк РК передаст в Национальный музей монеты и банкноты для создания экспозиции Нацбанк РК передаст в Национальный музей монеты и банкноты для создания экспозиции истории тенге ik1.net/z8vw,http://twitter.com/zuzhohnmd/status/700549872198537216
19.02.2016 7:27:00, RT @PrettyRadkevich: Глава нацбанка Казахстана: мы минимизировали участие на валютном рынке http://youtube.com/watch?v=9M9xkD…,http://twitter.com/shnyrkovkir/status/700582510300897280
19.02.2016 7:03:00,"Ego (Radio Edit) Доброе пятничное утро, Рудничане!  За окном солнечно -11°C  Днём -6°C  ветер 2 м/с  Курс валют Нацбанка РК  USD 350.58  EUR 390.37  RUB 4.67  P.S. Ждем выходных!",http://vk.com/wall-78657178_4560
19.02.2016 6:36:00," RT @nourlnews: В Нацбанке Казахстана сказали, что на конец 2015 года наскребли по всяким сусекам 218 тонн золота. Это 27% всех резервов стр…",http://twitter.com/valpocom84/status/700569589692788736
19.02.2016 6:22:00, Национальный банк Республики Казахстан опубликовал на своем официальном сайте курс валют на 19 февраля 2016 года:,http://vk.com/wall-54913515_9135
19.02.2016 5:00:00,"Соблазны для вкладчиков ЕНПФ. Оптимизация социальных взносов Энтузиазм... по поводу светлого пенсионного будущего иссякает – многочисленные, почти осознанные ошибки в пенсионной реформе и некачественное управление активами делают свое дело. Смогут ли новые инициативы в области инвестирования пенсионных активов, которые будут реализованы в ближайшем будущем, повысить доходность пенсионных активов и вернуть доверие вкладчиков?  Ирина ГАЛКИНА  «Пришла выписка из Пенсионного фонда. Взялась за калькулятор, – пишет на своей личной странице в Facebook журналистка Татьяна Бендзь. – Взносы в фонд идут уже 18 лет. Если бы курс тенге/доллар оставался бы на уровне 1998 года, то сейчас на счету было бы 119 тыс. у.е. По курсу 2014 г. = 70 тыс. у.е. По сегодняшнему курсу = 28 тыс. у.е. И это еще надо учесть, что у меня отнюдь не минимальная зп и работодатели работают в белую».   «В общем, рыдать конечно, не рыдаю, но осадочек конкретный, – продолжает свою повесть Татьяна. – Осадок усугубляется еще и тем, что на заре тысячелетия я лично очень активно агитировала за пенсионную реформу в различных бизнес - и экономических телепрограммах. Ну да, дура была, признаю. Но от этого понимания легче почему-то не становится».  Разочарование от результатов пенсионной реформы испытывает большинство казахстанцев. По надуманным причинам (из-за якобы низкой доходности, больших административных расходов, злоупотреблений в области инвестиций) уничтожен институт частных НПФ; осуществляется неквалифицированное управление пенсионными активами; отсутствуют системы защиты накоплений от стопроцентной девальвации национальной валюты и какие-либо компенсационные выплаты не предусмотрены; пенсионные активы конъюнктурно используются для латания дыр в бюджете, мифической поддержки экономики и банковской системы…  Смогут ли новые инициативы в области инвестирования пенсионных активов, которые будут реализованы в ближайшем будущем по поручению главы государства, исправить положение и с доходностью, и с доверием вкладчиков?  «Сепаратизм» вкладчиков и работодателей  Буквально вчера Единому накопительному пенсионному фонду пришлось опровергать информацию, распространяемую через мессенджер WhatsApp, касательно получения единовременной выплаты при перечислении страховой части пенсии женщинам и мужчинам, рожденным 1957-1966 годах: «Информация не соответствует действительности и вводит вкладчиков в заблуждение».  Три-четыре года назад сначала одна моя знакомая, а следом за ней и еще несколько друзей, за много лет до наступления пенсионного возраста) перевели свои пенсионные деньги в страховую компанию. Единовременно они получили 80% от переведенной суммы, 10% было удержано в качестве вознаграждения за life-услуги и 10% осталось на счету. Вполне легальная схема вывода накоплений из пенсионного фонда.  Правда, потом переводы в страховые компании были приостановлены, стоимость пенсионного аннуитета сильно подняли. Сегодня людей, имеющих пенсионные накопления в необходимом объеме для покупки пенсионного аннуитета, что дает право на перевод пенсионных активов в страховую компанию, не так много. Но они есть. И есть компании, которые готовы помочь «выйти на пенсию раньше» – при достаточности пенсионных накоплений для обеспечения выплаты не ниже размера минимальной пенсии при условии заключения договора пенсионного аннуитета со страховой организацией мужчины могут выйти на «условную» пенсию по достижении 55 лет; женщины – по достижении 50 лет.   Когда пенсионные вклады тают на глазах, «сепаратистские» настроения вкладчиков только усиливаются. Они хотят получить свои пенсионные накопления досрочно, во чтобы бы то ни стало, пока те совсем не обесценились и не испарились в качестве инвестиций на «текущие» нужды.   Работодатели и бизнесмены тоже не испытывают трепетных чувств по отношению к социальным обязательствам, стремясь оптимизировать пенсионные взносы, которые они перечисляют за своих сотрудников. «Вот мне не нравится политика, когда я должна перечислять пенсионные 10% и соответственно 5% соцотчисления от дохода, и то, что на свои пенсионные содержу весь аппарат/штат ЕНПФ. Пока я выйду, к примеру, на пенсию, мои отчисления усохнут, инфляция тоже внесет свою лепту, и в итоге кто возместит мой урон душевный и материальный? Могу ли пока отчислять пенсионные от минимальной зарплаты? Куда можно претензии выразить?», – пишет одна из пользователей соцсети Facebook в Группу налоговых консультантов.  Статистика показывает, что отчисления работодателей уже сокращаются, и это может стать устойчивым трендом в условиях экономического кризиса и недоверия к государству, которое, создав обязательный пенсионный продукт, сделало его не только монопольным, но и с плохим качеством управления. Так, в декабре 2015 года прирост портфеля ПА составил 179,7 млрд. тенге, или 3,2%. В январе прирост портфеля сильно затормозился – до 128,2 млрд. тенге, или 2,2%.  Сразу – четверть пирога  Еще недавно, в ноябре 2015 года, Нацбанком было принято решение об инвестировании ПА только в государственные ценные бумаги РК. Предполагалось, что дальнейшие решения будут приниматься уже Советом по управлению Национальным фондом РК, которому с 1 января 2016 года передается функция определения направлений инвестирования ПА ЕНПФ. Однако с заявлением о направлениях инвестирования выступил Президент РК.  Куда же будут инвестированы активы ЕНПФ в ближайшее время ради двуединой высокой цели – диверсификации инвестиционного портфеля и повышения доходности пенсионных накоплений граждан?  Уточним, что речь не обо всех активах, а только о каждом четвертом пенсионном тенге. В три направления будут инвестированы «свободные пенсионные накопления» в сумме 1,450 трлн. тенге.   Первое. 350 млрд. тенге будут направлены на финансирование дефицита республиканского бюджета в 2016 году. Сделать это можно только через покупку ГЦБ. Доля этих бумаг, пусть и самых надежных, но и самых низкодоходных, растет как на дрожжах. В декабре 2015 года доля ГЦБ в общем портфеле составляла 45,1%, по итогам января 2016-го – уже 46,2%. Только один вид бумаг приносит доход выше инфляции – это МЕУЖКАМ. Остальные бумаги являются убыточными. Так что, финансируя дефицит бюджета, пенсионный фонд ничего не заработает для своих вкладчиков.  Второе. 500 млрд. тенге пойдут на конвертацию в иностранную валюту для инвестирования на внешних рынках. Решение инвестировать на внешних рынках абсолютно правильное – сейчас они накапливают потенциал роста. Но конвертировать тенге в валюту, когда доллар находится на максимумах, мягко говоря, недальновидно. Большой объем продаж будет продавливать доллар вниз, и вкладчики понесут второй урон – теперь от ревальвации тенге. Однако за счет будущего роста ЦБ будущие пенсионеры могут выиграть. (Заметим в скобках: спрашивается, почему это было не сделано раньше, до девальвации тенге, которая началась в августе 2015 года и когда можно было и тенге поддержать таким образом, и реальные потери активов ЕНПФ от девальвации уменьшить...? Ответ на этот вопрос никогда не прозвучит официально. Но объясняется, видимо, именно неквалифицированным управлением пенсионными активами со стороны управляющего – Нацбанка РК...).  Третье. 600 млрд. тенге будут направлены на приобретение обусловленных облигаций банков второго уровня и национальных холдингов на возвратной основе и под рыночную процентную ставку (об этом говорилось и раньше). Доля корпоративных облигаций эмитентов РК, в том числе и банков, довольно высока в портфеле и без предстоящих вливаний – 37,92%. Наращивание этой доли вряд ли будет служить диверсификации портфеля и повышению доходности. Это очевидное финансирование на «текущие» нужды, и Интернет-газета ЗонаКЗ обязательно сделает официальные запросы, под какие условия и каким банкам, в какие сроки и на какие проекты будут выделены пенсионные деньги. И о процентной ставке тоже спросим, посмотрим, действительно ли рыночная она.   Увы, но решение направить инвестиции на финансирование бюджета и поддержку банков, не вдохновляет. Ожидать каких-то дивидендов, которые упадут на наши пенсионные счета, не стоит. Тут бы при своих остаться…***© ZONAkz, 2016г. Перепечатка запрещена. Допускается только гиперссылка на материал....",http://zonakz-net.livejournal.com/24868.html
19.02.2016 4:55:00, Глава нацбанка Казахстана: мы минимизировали участие на валютном рынке http://youtube.com/watch?v=9M9xkD…,http://twitter.com/PrettyRadkevich/status/700544175293517824
19.02.2016 2:14:00," RT @nourlnews: В Нацбанке Казахстана сказали, что на конец 2015 года наскребли по всяким сусекам 218 тонн золота. Это 27% всех резервов стр…",http://twitter.com/olemrtic82/status/700503660967632896
