06.02.2016 04:20:07,"ПРОСТУДА - ЭКСТРЕННОЕ ВЫЗДОРОВЛЕНИЕ Простуда - Экстренное выздоровление, народные средства Экстренное выздоровление Советует частнопрактикующий фитотерапевт из г. Липецка Маргарита Викторовна Антонова.  Очень важно уловить первые признаки простуды и тут же принять меры. Лишь тогда вы не 'расклеитесь' окончательно. Но действовать нужно в зависимости от того, в какое время суток вы почувствовали недомогание.  Утро  Если вы проснулись с заложенным носом и ощущением, что горло вот-вот разболится, примите иммунал. Он приведет в тонус ваш иммунитет. 40 капель препарата растворите в 1 столовой ложке кипяченой воды комнатной температуры и выпейте. Затем в течение дня принимайте еще по 20 капель каждые 1-2 часа. Альтернатива иммуналу - арбидол. Этот препарат также мобилизует иммунную систему и предупреждает развитие осложнений простуды. Его следует пить до еды по 2 таблетки через каждые 6 часов.  Предотвратить развитие простуды помогает и гомеопатический антигриппин. В первые два дня каждые 30 минут держите во рту до полного растворения по 5 гранул препарата. В течение последующей недели - через каждые 2 часа. Антигриппин можно принимать как самостоятельно, так и в сочетании с иммуналом и арбидолом.  Не позднее чем за полчаса до выхода из дома выпейте горячий чай с лимоном и 1 столовой ложкой сиропа шиповника.  Вечер  После рабочего дня арсенал средств для борьбы с простудой пополняется множеством 'бабушкиных' рецептов.  Вот несколько напитков, способных остановить простуду. Выберите любой на свой вкус. Для лучшего эффекта их следует сочетать с приемом вышеназванных лекарств.  Первые признаки насморка отлично поможет снять травяной чай из сушеных листьев подорожника, цветков липы и перечной мяты. Этот сбор снимет воспаление и уменьшит отечность. Смешайте травы в равных пропорциях. Столовую ложку сбора залейте кипятком в заварочном чайнике объемом 250-300 мл, дайте настояться 15 минут, процедите. Добавьте в стакан настоя 1 чайную ложку коньяка, 2 чайные ложки меда и выпейте.  Противовирусным действием обладает следующий чай. Столовую ложку измельченных листьев перечной мяты залейте стаканом кипятка, нагревайте 5 минут на водяной бане, процедите. Затем размешайте в этом настое чайную ложку меда. Мелко нарезанный зубчик чеснока положите в чашку и разотрите ложкой. Отожмите в нее примерно 1/4 часть лимона, влейте теплый мятный настой с медом и все тщательно перемешайте. Выпейте это средство в теплом виде.  После того как вы выпили целебный напиток, сделайте горчичную ванну для ног Для этого в емкость с горячей водой добавьте 2 столовые ложки сухой горчицы. Опустите ноги и держите 15-20 минут, время от времени осторожно добавляя горячую воду. После процедуры энергично разотрите ноги полотенцем, наденьте сухие шерстяные носки и ложитесь в постель.  Укройтесь теплым одеялом и положите к ногам грелку. Заранее хорошо бы измельчить в тарелке несколько долек чеснока, головку лука и поставить рядом с кроватью.  За ночь вы как следует пропотеете, а утром простуда, скорее всего, отступит. А вы будете готовы к новым трудовым подвигам.  День  Если вы 'расклеились' на работе, то при первых же признаках недомогания поголодайте до вечера. В этом случае голод подействует как лекарство.  Хороший эффект дает точечный массаж. Сядьте поудобнее, расслабьтесь. Кончиками указательных пальцев делайте легкие вращательные движения по часовой стрелке. Массируйте симметрично расположенные точки у внутренних краев бровей, у наружных углов глаз, в верхней трети носогубных складок. Массаж каждой пары точек - по одной минуте.  Остальные рекомендации те же, что и утром: иммунал, арбидол или антигриппин.  Не рассчитывайте на широко рекламируемые растворимые лекарства от простуды, содержащие парацетамол. Это препараты экстренного и кратковременного действия. Их можно принять лишь в одном случае: вы чувствуете, что болит голова, вас знобит, а до дома еще надо добраться.",http://ok.ru/group/53025336131676/topic/64924469441884,53025336131676
06.02.2016 01:15:12,"Извините... врачь меня послушала. И сказала что простыла. Сказала попить арбидол. Дала больничный в пн на прием. Вот.  Сама разтемпературилась вчера под вечер.  Соплей и кашля как такового нет.",http://ok.ru/profile/129231545148/statuses/64945853644860#commentMTQ1NDcyMTMxMjc1MjotNjE2MzoxNDU0NzIxMzEyNzUyOjY0OTQ1ODUzNjQ0ODYwOjM=,538549481407
06.02.2016 01:03:32,"Раз арбидол не эфективен. Можно перейти на римантадин???",http://ok.ru/profile/129231545148/statuses/64945853644860#commentMTQ1NDcyMDYxMjMzMDotOTY5NToxNDU0NzIwNjEyMzMwOjY0OTQ1ODUzNjQ0ODYwOjM=,538549481407
06.02.2016 01:01:46,"Да я это поняла про арбидол. Просто упомянула  что бы не искать. Врач смотрела я ходила в свое овп. Сказала просто простыла. Легкие долго слушала чистые.",http://ok.ru/profile/129231545148/statuses/64945853644860#commentMTQ1NDcyMDUwNjA3MjotMzc5NToxNDU0NzIwNTA2MDcyOjY0OTQ1ODUzNjQ0ODYwOjM=,538549481407
06.02.2016 00:57:42,"Я Вам уже писала выше:  Арбидол вообще уже не назначается, ибо его клиническая эффективность оставляет желать лучшего. Вместо Арбидола выберете лучше другой индуктор интерферона. Вместо Ринзасип, я бы выбрала Терафлю. В Ринзе кофеин, смотрите как Вы его переносите. И почему говорите, что 'простыли'? Если 'простыли', то это бактериальная инфекция, если вирусная, то вирусная. Врач Вас смотрел?  Ребенка, если нет противопоказаний защишаем барьерными методами, промывание носа+гриппферон.",http://ok.ru/profile/129231545148/statuses/64945853644860#commentMTQ1NDcyMDI2MjEzOTotNTY3NzoxNDU0NzIwMjYyMTM5OjY0OTQ1ODUzNjQ0ODYwOjM=,129231545148
06.02.2016 00:44:33,"Ольга здравствуйте. Выше я писала что заболела. Вчера было вялое состояние недомогание. К вчеру температура поднялась сначала 37 а сейчас 38 утром.  Ломота в теле. Кашля нет ринит временами. Вчера пила ринзусип и арбидол. Сегодня нашла в аптечке римантадин изготовлен 13г годен до 18 года. Скажите может его начать пить или ингавирин купить. Или терафлю. ??????? Пожалусто подскажите как ребенка 2года обезопасить что бы не перехватил??? Сама изолированна в отдельной комнате.??? Спасибо заранее.",http://ok.ru/profile/129231545148/statuses/64945853644860#commentMTQ1NDcxOTQ3MzU1NDotMTQ2MzE6MTQ1NDcxOTQ3MzU1NDo2NDk0NTg1MzY0NDg2MDoz,538549481407
05.02.2016 22:57:31,"В московских аптеках создадут постоянно пополняемый и, потому, нескончаемый запас противовирусных средств.   Это значит, что заболевшему не придётся ходить из аптеки в аптеку за нужным препаратом. Лекарств будет больше, чем заболевших.   Уже какое-то время нас преследует 'свиной' грипп, но обнаружить его можно только сдав анализы или попав в больницу.  По статистике гриппом болеют намного реже, чем ОРВИ. При этом среди подхвативших вирусы или простудившихся взрослых к врачу идут немногие – больше 50% предпочитают лечиться самостоятельно.   За последнюю декаду января 2016 года в Москве ОРВИ заболели около 240 тысяч человек: примерно 118 тыс. взрослых и 118,5 тыс. детей и по прогнозам специалистов в феврале возможен рост заболеваний.  Именно поэтому так необходимо увеличить запасы таких противовирусных средств как ацикловир, осельтамивир («Тамифлю» или его аналогов), «Кагоцел», умифеновир («Арбидол» или его аналогов).",http://vk.com/wall331590280_79,331590280
05.02.2016 20:57:07,"Срочно хочу поделиться!  Сегодня была в поликлинике детской и попросила показать мне список на бесплатные лекарства детям до 3х лет. Заведующая тут же выпалила: 'Что за новость!!!'. на что я ответила: 'Странно, что для вас это новость'. В общем после получасового брожения по поликлинике от регистратуры до кабинета заведующей и обратно я все-таки добилась этого списка! Заместитель заведующей завела меня к себе в кабинет, прикрыла за собой плотненько дверь и сказала, что сейчас сама мне его зачитает. На что я убедила ее, что и сама умею читать) Короче! Дети до 3х лет имеют право на получение бесплатных лекарств, участковый педиатр ОБЯЗАНА при заведении медкарточки уведомить об этом родителей и вклеить в медкарту листок выдачи бесплатных лекарств. Малообеспеченные и многодетные имеют такое право до 6 лет. И вот примерно какие лекарства можно бесплатно получить:  Амоксициллин 500 мг № 20 (таблетки для приема внутрь) Амоксициллин 250 мг/5 мл 40 г (суспензия) Арбидол 50 мг № 10 (таблетки) Аугментин 125 мкг/31.25 мг/5 мл 100 мл № 1 (порошок для производства суспензии) без рецепта формы 148-1/уО4(л) выдавать бесплатные препараты аптека не имеет права Бромгексин 4 мг/5 мл 60 мл (микстура) Виферон 150 тыс МЕ № 10 (суппозитории) Гиппферон 10000 МЕ/мл № 1 (капли) Зиртек 10 мл (капли) ИРС-19 20 мл (аэрозоль) Коделак Фито 100 мл (сироп) Креон 10000 ЕД 150 № 20 (капсулы) Лазолван 15 мг/5 мл 100 мл № 1 (сироп) Мульти-табс Малыш № 60 (жевательные таблетки) Мульти-табс Беби 30 мл (капли) Називин 0.01% 5 мл (капли) Називин 0.025% 10 мл (капли) Нурофен 100 мг/5 мл 100 мл (суспензия) Орвирем 10 мг/мл 100 мл (сироп) Парацетамол 25 мг/мл 100 мл № 1 (суспензия) Смекта 3 г № 30 (порошок) Сумамед 100 мг/5 мл 17 г (порошок) Цефтриаксон 1.0 (порошок) Ципромед 10 мл № 1 (капли в ухо) Эргокальциферол 0.625 мг/мл 15 мл № 1 (капли для приема внутрь) Супрастин 25 мг (таблетки для приема внутрь)  Могу добавить, что это не весь перечень. Так, например, у нас анемия с рождения, нам периодически прописывают Феррум-Лек, который тоже входит в этот список, и мне его должны были бы прописывать БЕСПЛАТНО!!! Моей дочке уже через неделю 3 годика, но, мамочки, кому еще нет трех, знайте свои права! Если врач говорит, что уже рецептов нет, то легко можно подать жалобу в соцзащиту. Они даже не имеют право на такое высказывание! В моей поликлинике вообще сказали в регистратуре. что с таким вопросом, о перечне бесплатных лекарств, ни разу никто не обращался. Я на неделе посещу своего педиатра и попрошу выписать все-таки бесплатный рецепт. Посмотрим, что из этого выйдет))) Вторая серия: была после этого у своего педиатра, любезно попросила выписать рецепт на прописанные медикаменты. Отпора не встретила со стороны врача, мало того, она уже ждала меня, потому что, не глядя в карту, знала, что выписывать и сколько мы уже, как оказывается, принимали бесплатных лекарств. НО!!! Попросила нас впредь наблюдаться у другого педиатра, обещала , со своей стороны, договориться с любым. Третья серия: почитала тут, что даже если и дадут рецепты, то сложно будет получить по ним лекарства - не будет их в аптеках. Ан нет! Пошли в одну аптеку, куда направила педиатр - да, там был из 4х прописанных только 1, но они дали другие адреса и уже по 2му адресу мы получили все оставшиеся лекарства. И даже ни одно не просроченное! Одно - до декабря 2014г, а остальные до 2017года. Вывод: Закон есть, доказано! Лекарства можно получить, НО! можно потерять врача((( ...а может всё оно и к лучшему?...  Если Вам понравилась эта информация, то пригласите друзей в нашу группу. Пусть и Ваши друзья тоже получают ценные советы по всем фронтам",http://ok.ru/group/57477614731325/topic/64995200641853,57477614731325
05.02.2016 20:42:32,"А вот список лекарств, в отношении которых подозрения в их бесполезности или, по крайней мере, в очень низкой эффективности подтверждены: Аква марис, Актовегин, Аминалон, Анаферон, Апилак, Арбидол, Афала, Биопарокс, Бифидумбактерин, Бифиформ, Бризантин, Валидол, Валокордин (для заболеваний сердечно-сосудистой системы), Винпоцетин, Виферон, Вобензим, Гинко-билоба, Глицин, Глюкозамин, Гриппол, Диетресса, Изопринозин, Импаза, Имудон, Имуномакс, Инозин, Инстенон, Кaвинтон, Канефрон, Климаксан, Когитум, Кокарбоксилаза, Кудесан, Лактусан, Ливолин, Ликопид, Лимфомиозот, Линекс, Мексидол, Милдронат, Неврохель, Ноотропил, Пантогам, Пикамилон, Пирацетам, Полиоксидоний, Предуктал, Примадофилус, Рибоксин, Римантадин, Семакс, Солкосерил, Спарфлоксацин, Танакан, Таурин, Тенотен, Триметазидин, Убихинон, Фезам, Фенибут, Фенотропил, Хилак Форте, Хондроитин, Хондроэтинсульфат, Церебролизин, Церебрум композитум, Циклоферон, Циннаризин, Цитохром, Энгистол, Энерион, Эргоферон, Эрсефурил, Эссенциале, Этамзилат, Эхинацея.",http://ok.ru/profile/539400579379/statuses/64994597486643,539400579379
05.02.2016 20:10:32,"Сколько людей, услышав про сезонную эпидемию, бежит за лекарствами! В результате аптеки не успевают пополнять свои запасы. В январе этого года столичные фармацевты продали в среднем в 3,1 раза больше противовирусных, чем в январе прошлого. Например, продажи «Тамифлю» выросли в 9,9 раза, «Ингавирина» в 2,8 раза, «Кагоцела» – в 2 раза, «Арбидола» – в 1,7 раза.",http://vk.com/wall5915188_3171,5915188
